,Draft_Year,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_pg,PTS_pg,TRB_pg,AST_pg,WS,Win_Shares_per_48,BPM,VORP
17,2000,18,LAC,Quentin Richardson,DePaul,13,783,20785,8032,3666,1138,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.4,8.5
18,2000,19,CHH,Jamaal Magloire,Kentucky,12,680,14621,4917,4408,386,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.1
19,2000,20,PHI,Speedy Claxton,Hofstra,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.3,3.6
20,2000,21,TOR,Morris Peterson,Michigan State,11,711,19366,7628,2483,1090,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,-0.4,7.6
21,2000,22,NYK,Donnell Harvey,Florida,5,205,3318,1150,827,161,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.6,-0.5
22,2000,23,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-2.7,-3.5
23,2000,24,CHI,Dalibor Bagarić,,3,95,973,251,238,37,0.361,0.0,0.559,10.2,2.6,2.5,0.4,-0.9,-0.043,-7.9,-1.5
24,2000,25,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,0.49,0.0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.0,-1.3
25,2000,26,DEN,Mamadou N'Diaye,Auburn,5,69,858,262,225,8,0.427,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-4.2,-0.5
26,2000,27,IND,Primož Brezec,,8,342,6192,2452,1327,179,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-3.1,-1.7
27,2000,28,POR,Erick Barkley,St. John's,2,27,266,77,21,40,0.356,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027,-3.7,-0.1
28,2000,29,LAL,Mark Madsen,Stanford,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-4.1,-2.9
29,2000,0,,Round 2,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2000,0,Tm,Player,College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2000,30,LAC,Marko Jarić,,7,447,11246,3193,1200,1600,0.404,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052,-0.7,3.8
32,2000,31,DAL,Dan Langhi,Vanderbilt,4,133,1253,393,199,39,0.391,0.289,0.613,9.4,3.0,1.5,0.3,0.3,0.012,-4.6,-0.8
33,2000,32,CHI,A.J. Guyton,Indiana,3,80,1246,442,80,147,0.377,0.378,0.822,15.6,5.5,1.0,1.8,0.3,0.01,-2.9,-0.3
34,2000,33,CHI,Jake Voskuhl,UConn,9,450,6443,1814,1539,237,0.487,0.333,0.714,14.3,4.0,3.4,0.5,11.6,0.087,-3.8,-3.0
35,2000,34,CHI,Khalid El-Amin,UConn,1,50,936,314,81,145,0.37,0.333,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-2.4,-0.1
36,2000,35,WAS,Mike Smith,Louisiana-Monroe,1,17,180,51,22,10,0.322,0.167,0.625,10.6,3.0,1.3,0.6,-0.1,-0.033,-4.2,-0.1
37,2000,36,NJN,Soumaila Samake,,2,47,303,68,76,5,0.389,0.0,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-3.7,-0.1
38,2000,37,MIA,Eddie House,Arizona State,11,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,0.077,0.0,6.1
39,2000,38,HOU,Eduardo Nájera,Oklahoma,12,619,11213,3052,2307,493,0.481,0.311,0.671,18.1,4.9,3.7,0.8,24.7,0.106,-0.9,3.0
40,2000,39,NYK,Lavor Postell,St. John's,3,61,446,195,45,13,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-5.0,-0.3
41,2000,40,ATL,Hanno Möttölä,Utah,2,155,2360,715,442,75,0.442,0.063,0.783,15.2,4.6,2.9,0.5,0.9,0.019,-5.9,-2.3
42,2000,41,SAS,Chris Carrawell,Duke,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2000,42,SEA,Olumide Oyedeji,,3,93,587,127,196,11,0.495,0.0,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.3,-0.3
44,2000,43,MIL,Michael Redd,Ohio State,12,629,20104,11972,2411,1338,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,0.134,2.2,21.4
45,2000,44,DET,Brian Cardinal,Purdue,12,456,6477,2108,1050,465,0.408,0.372,0.861,14.2,4.6,2.3,1.0,15.4,0.114,-0.1,3.2
46,2000,45,SAC,Jabari Smith,LSU,4,108,1063,329,178,66,0.413,0.125,0.69,9.8,3.0,1.6,0.6,1.3,0.058,-4.3,-0.6
47,2000,46,TOR,DeeAndre Hulett,College of the Sequoias,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2000,47,SEA,Josip Sesar,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2000,48,PHI,Mark Karcher,Temple,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2000,49,MIL,Jason Hart,Syracuse,9,341,5289,1623,567,774,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,0.078,-1.2,1.0
51,2000,50,UTA,Kaniel Dickens,Idaho,3,19,85,22,12,2,0.4,0.333,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-3.0,0.0
52,2000,51,MIN,Igor Rakočević,,1,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.022,-4.9,-0.2
53,2000,52,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,0.167,0.0,0.25,7.0,1.0,2.0,0.0,-0.2,-0.349,-18.2,-0.1
54,2000,53,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,0.5,0.0,0.0,9.7,3.0,2.8,0.2,0.0,0.007,-7.9,-0.1
55,2000,54,SAS,Cory Hightower,Indian Hills Community College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2000,55,GSW,Chris Porter,Auburn,1,51,1147,440,189,61,0.389,0.0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.5,-0.7
57,2000,56,IND,Jaquay Walls,Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2000,57,ATL,Scoonie Penn,Ohio State,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2000,58,DAL,Pete Mickeal,Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2001,1,WAS,Kwame Brown,,12,607,13389,4035,3333,554,0.492,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.074,-2.4,-1.3
61,2001,2,LAC,Tyson Chandler,,19,1160,31617,9509,10467,967,0.597,0.0,0.644,27.3,8.2,9.0,0.8,102.1,0.155,0.1,16.9
62,2001,3,ATL,Pau Gasol,,18,1226,41001,20894,11305,3925,0.507,0.368,0.753,33.4,17.0,9.2,3.2,144.1,0.169,3.6,57.5
63,2001,4,CHI,Eddy Curry,,11,527,13109,6820,2725,287,0.545,1.0,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-2.4,-1.3
64,2001,5,GSW,Jason Richardson,Michigan State,13,857,29241,14644,4245,2284,0.438,0.37,0.707,34.1,17.1,5.0,2.7,59.1,0.097,1.2,23.8
65,2001,6,MEM,Shane Battier,Duke,13,977,30004,8408,4082,1717,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,1.7,28.2
66,2001,7,NJN,Eddie Griffin,Seton Hall,5,303,6729,2171,1744,236,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-0.4,2.8
67,2001,8,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,0.427,0.167,0.467,14.0,2.0,3.7,0.4,12.8,0.073,-1.9,0.2
68,2001,9,DET,Rodney White,UNC Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,-2.2,-0.2
69,2001,10,BOS,Joe Johnson,Arkansas,17,1276,44234,20405,5059,5001,0.441,0.371,0.802,34.7,16.0,4.0,3.9,82.8,0.09,0.4,26.4
70,2001,11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3.0,0.074,-1.1,0.4
71,2001,12,SEA,Vladimir Radmanović,,12,737,16164,5879,2784,998,0.415,0.378,0.758,21.9,8.0,3.8,1.4,26.5,0.079,-0.1,7.6
72,2001,13,HOU,Richard Jefferson,Arizona,17,1181,34293,14904,4720,2412,0.464,0.376,0.768,29.0,12.6,4.0,2.0,83.0,0.116,0.2,19.4
73,2001,14,GSW,Troy Murphy,Notre Dame,12,729,19921,7860,5708,1088,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,0.1,10.6
74,2001,15,ORL,Steven Hunter,DePaul,8,400,5993,1817,1264,79,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.3,-0.5
75,2001,16,CHH,Kirk Haston,Indiana,2,27,134,32,27,8,0.232,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.197,-13.3,-0.4
76,2001,17,TOR,Michael Bradley,Villanova,5,173,2016,483,591,93,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2.0,0.047,-4.0,-1.0
77,2001,18,HOU,Jason Collins,Stanford,13,735,14974,2621,2706,626,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-3.7,-6.6
78,2001,19,POR,Zach Randolph,Michigan State,17,1116,34616,18578,10208,2049,0.471,0.273,0.764,31.0,16.6,9.1,1.8,81.1,0.112,0.2,18.8
79,2001,20,CLE,Brendan Haywood,UNC,13,816,18680,5538,4875,442,0.528,0.0,0.587,22.9,6.8,6.0,0.5,43.8,0.113,-1.4,2.9
80,2001,21,BOS,Joseph Forte,UNC,2,25,125,30,17,17,0.234,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-8.6,-0.2
81,2001,22,ORL,Jeryl Sasser,SMU,2,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1
82,2001,23,HOU,Brandon Armstrong,Pepperdine,3,108,699,239,63,24,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-7.9,-1.0
83,2001,24,UTA,Raül López,,2,113,2135,733,194,428,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-2.4,-0.2
84,2001,25,SAC,Gerald Wallace,Alabama,14,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,1.8,23.5
85,2001,26,PHI,Samuel Dalembert,Seton Hall,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-1.1,4.6
86,2001,27,MEM,Jamaal Tinsley,Iowa State,11,547,14443,4652,1605,3330,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,0.0,7.1
87,2001,28,SAS,Tony Parker,,18,1254,38279,19473,3396,7036,0.491,0.324,0.751,30.5,15.5,2.7,5.6,111.3,0.14,1.1,30.1
88,2001,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2001,0,,Round 2,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2001,0,Tm,Player,College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2001,30,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.9,-3.7
92,2001,31,GSW,Gilbert Arenas,Arizona,11,552,19351,11402,2168,2909,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,2.6,22.3
93,2001,32,ORL,Omar Cook,St. John's,2,22,213,37,13,46,0.333,0.0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-2.7,0.0
94,2001,33,MEM,Will Solomon,Clemson,2,115,1584,584,132,225,0.378,0.298,0.692,13.8,5.1,1.1,2.0,0.0,0.0,-3.3,-0.5
95,2001,34,ATL,Terence Morris,Maryland,3,139,1934,472,377,93,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1.0,0.025,-2.8,-0.4
96,2001,35,NJN,Brian Scalabrine,USC,11,520,6772,1594,1034,436,0.39,0.344,0.783,13.0,3.1,2.0,0.8,7.6,0.054,-2.7,-1.2
97,2001,36,CLE,Jeff Trepagnier,USC,3,31,270,88,43,22,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-2.8,-0.1
98,2001,37,PHI,Damone Brown,Syracuse,4,39,351,108,52,19,0.336,0.286,0.667,9.0,2.8,1.3,0.5,-0.7,-0.1,-8.5,-0.6
99,2001,38,DET,Mehmet Okur,,10,634,18429,8561,4436,1089,0.458,0.375,0.797,29.1,13.5,7.0,1.7,54.7,0.142,1.1,14.5
100,2001,39,NYK,Michael Wright,Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2001,40,SEA,Earl Watson,UCLA,13,878,19494,5593,1985,3871,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.4,2.8
102,2001,41,IND,Jamison Brewer,Auburn,4,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1.0,0.0,-0.001,-2.4,0.0
103,2001,42,SEA,Bobby Simmons,DePaul,10,466,11513,4189,1791,710,0.437,0.396,0.823,24.7,9.0,3.8,1.5,20.1,0.084,-0.7,3.6
104,2001,43,NYK,Eric Chenowith,Kansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2001,44,DAL,Kyle Hill,Eastern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2001,45,CHI,Sean Lampley,California,2,45,550,203,94,33,0.463,0.0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-1.7,0.0
107,2001,46,MIN,Loren Woods,Arizona,6,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.5,-0.3
108,2001,47,DEN,Ousmane Cisse,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2001,48,MEM,Antonis Fotsis,,1,28,320,108,62,10,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-3.4,-0.1
110,2001,49,MIA,Ken Johnson,Ohio State,1,16,156,32,32,0,0.405,0.0,0.333,9.8,2.0,2.0,0.0,0.0,-0.002,-6.8,-0.2
111,2001,50,POR,Ruben Boumtje-Boumtje,Georgetown,3,44,276,43,57,6,0.368,0.0,0.556,6.3,1.0,1.3,0.1,0.2,0.027,-5.4,-0.2
112,2001,51,PHO,Alton Ford,Houston,3,73,524,186,124,11,0.507,0.0,0.697,7.2,2.5,1.7,0.2,0.8,0.074,-6.4,-0.6
113,2001,52,MIL,Andre Hutson,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2001,53,UTA,Jarron Collins,Stanford,10,542,8542,2095,1579,419,0.455,0.0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,-3.1,-2.5
115,2001,54,DAL,Kenny Satterfield,Cincinnati,2,75,1062,321,95,176,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-4.1,-0.6
116,2001,55,SAC,Maurice Jeffers,Saint Louis,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2001,56,SAS,Robertas Javtokas,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2001,57,PHI,Alvin Jones,Georgia Tech,1,23,126,26,36,3,0.4,0.0,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-8.7,-0.2
119,2001,58,SAS,Bryan Bracey,Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2002,1,HOU,Yao Ming,,8,486,15818,9247,4494,769,0.524,0.2,0.833,32.5,19.0,9.2,1.6,65.9,0.2,3.2,20.7
121,2002,2,CHI,Jay Williams,Duke,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.0,0.0
122,2002,3,GSW,Mike Dunleavy,Duke,15,986,27340,11048,4211,2185,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,0.3,15.7
123,2002,4,MEM,Drew Gooden,Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.2,4.3
124,2002,5,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.1,-2.0
125,2002,6,CLE,Dajuan Wagner,Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-4.9,-1.6
126,2002,7,NYK,Nenê,,17,965,25237,10909,5828,1719,0.548,0.132,0.66,26.2,11.3,6.0,1.8,73.3,0.139,1.0,18.8
127,2002,8,LAC,Chris Wilcox,Maryland,11,628,12474,5150,3076,455,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2
128,2002,9,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,0.537,0.236,0.761,31.0,18.9,7.8,1.2,92.5,0.169,1.3,22.0
129,2002,10,MIA,Caron Butler,UConn,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,-0.2,12.6
130,2002,11,WAS,Jared Jeffries,Indiana,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-2.4,-1.5
131,2002,12,LAC,Melvin Ely,Fresno State,9,375,6005,1992,1215,261,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-4.0,-3.1
132,2002,13,MIL,Marcus Haislip,Tennessee,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-4.7,-0.6
133,2002,14,IND,Fred Jones,Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-1.0,2.6
134,2002,15,HOU,Boštjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-1.6,0.6
135,2002,16,PHI,Jiří Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-1.9,0.1
136,2002,17,WAS,Juan Dixon,Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-2.1,-0.3
137,2002,18,ORL,Curtis Borchardt,Stanford,2,83,1117,258,278,64,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-3.8,-0.5
138,2002,19,UTA,Ryan Humphrey,Notre Dame,3,85,772,197,189,18,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-8.1,-1.2
139,2002,20,TOR,Kareem Rush,Missouri,7,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013,-3.2,-1.8
140,2002,21,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-2.7,-0.4
141,2002,22,PHO,Casey Jacobsen,Stanford,4,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.2,-0.3
142,2002,23,DET,Tayshaun Prince,Kentucky,14,1017,31576,11272,4332,2406,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,0.096,0.3,18.0
143,2002,24,NJN,Nenad Krstić,,7,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5
144,2002,25,DEN,Frank Williams,Illinois,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-3.2,-0.3
145,2002,26,SAS,John Salmons,Miami (FL),13,895,23672,8292,2603,2183,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-0.9,6.7
146,2002,27,LAL,Chris Jefferies,Fresno State,2,72,861,281,88,29,0.383,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-5.5,-0.8
147,2002,28,SAC,Dan Dickau,Gonzaga,6,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-1.5,0.6
148,2002,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2002,0,,Round 2,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2002,0,Tm,Player,College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2002,30,GSW,Steve Logan,Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2002,31,CHI,Roger Mason,Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13.0,0.068,-1.4,1.4
153,2002,32,MEM,Robert Archibald,Illinois,2,44,328,51,69,16,0.283,0.0,0.429,7.5,1.2,1.6,0.4,0.0,-0.004,-6.1,-0.3
154,2002,33,DEN,Vincent Yarbrough,Tennessee,1,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1.0,0.035,-2.4,-0.1
155,2002,34,MIL,Dan Gadzuric,UCLA,10,527,7793,2465,2326,196,0.5,0.0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,-2.3,-0.7
156,2002,35,CLE,Carlos Boozer,Duke,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.4,23.1
157,2002,36,NYK,Milos Vujanic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2002,37,ATL,David Andersen,,2,103,1264,501,292,57,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059,-2.9,-0.3
159,2002,38,HOU,Tito Maddox,Fresno State,1,9,35,11,7,5,0.25,0.0,0.625,3.9,1.2,0.8,0.6,0.0,-0.011,-1.4,0.0
160,2002,39,WAS,Rod Grizzard,Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2002,40,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.2
162,2002,41,LAC,Mario Kasun,,2,73,569,198,188,11,0.467,0.0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-7.0,-0.7
163,2002,42,MIL,Ronald Murray,Shaw,8,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,-2.2,-0.5
164,2002,43,POR,Jason Jennings,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2002,44,CHI,Lonny Baxter,Maryland,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-4.6,-1.2
166,2002,45,PHI,Sam Clancy,USC,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2002,46,MEM,Matt Barnes,UCLA,14,929,21967,7589,4281,1691,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,0.093,-0.1,10.7
168,2002,47,UTA,Jamal Sampson,California,5,72,631,142,242,26,0.491,0.0,0.537,8.8,2.0,3.4,0.4,1.4,0.106,-2.3,-0.1
169,2002,48,MIL,Chris Owens,Texas,1,1,6,4,1,0,0.667,0.0,0.0,6.0,4.0,1.0,0.0,0.0,-0.032,-0.5,0.0
170,2002,49,SEA,Peter Fehse,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2002,50,BOS,Darius Songaila,Wake Forest,8,495,9229,3415,1689,589,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,-2.1,-0.2
172,2002,51,POR,Federico Kammerichs,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2002,52,MIN,Marcus Taylor,Michigan State,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2002,53,MIA,Rasual Butler,La Salle,13,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,-1.4,2.6
175,2002,54,NJN,Tamar Slay,Marshall,3,66,517,173,70,31,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,-5.7,-0.5
176,2002,55,DAL,Mladen Sekularac,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2002,56,SAS,Luis Scola,,10,743,19001,8882,4941,1194,0.493,0.339,0.74,25.6,12.0,6.7,1.6,45.7,0.115,-0.7,6.4
178,2002,57,SAS,Randy Holcomb,San Diego State,1,4,11,2,1,0,1.0,0.0,0.0,2.8,0.5,0.3,0.0,0.0,0.15,-1.7,0.0
179,2002,58,SAC,Corsley Edwards,Central Connecticut State University,1,10,110,27,25,3,0.323,0.0,0.583,11.0,2.7,2.5,0.3,0.1,0.026,-6.2,-0.1
180,2003,1,CLE,LeBron James,,18,1310,50055,35367,9751,9696,0.504,0.345,0.733,38.2,27.0,7.4,7.4,242.0,0.232,8.9,137.3
181,2003,2,DET,Darko Miličić,,10,468,8638,2813,1971,405,0.46,0.0,0.574,18.5,6.0,4.2,0.9,7.1,0.04,-2.4,-0.9
182,2003,3,DEN,Carmelo Anthony,Syracuse,18,1191,41721,27370,7520,3354,0.447,0.353,0.814,35.0,23.0,6.3,2.8,104.9,0.121,1.4,35.8
183,2003,4,TOR,Chris Bosh,Georgia Tech,13,893,31936,17189,7592,1795,0.494,0.335,0.799,35.8,19.2,8.5,2.0,106.0,0.159,1.9,31.1
184,2003,5,MIA,Dwyane Wade,Marquette,16,1054,35773,23165,4933,5701,0.48,0.293,0.765,33.9,22.0,4.7,5.4,120.7,0.162,5.0,62.8
